,city_name,Year,Pop.,±%
2882,Roseville,1960,13421,53.9%
2883,Roseville,1970,18221,35.8%
2884,Roseville,1980,24347,33.6%
2885,Roseville,1990,44685,83.5%
2886,Roseville,2000,79921,78.9%
2887,Roseville,2010,118788,48.6%
2888,Denton,1870,361,—
2889,Denton,1880,1194,230.7%
2890,Denton,1890,2558,114.2%
2891,Denton,1900,4187,63.7%
2892,Denton,1910,4732,13.0%
2893,Denton,1920,7626,61.2%
2894,Denton,1930,9587,25.7%
2895,Denton,1940,11192,16.7%
2896,Denton,1950,21372,91.0%
2897,Denton,1960,26844,25.6%
2898,Denton,1970,39874,48.5%
2899,Denton,1980,48063,20.5%
2900,Denton,1990,66270,37.9%
2901,Denton,2000,80537,21.5%
2902,Denton,2010,113383,40.8%
2903,Waco,1870,3008,—
2904,Waco,1880,7295,142.5%
2905,Waco,1890,14445,98.0%
2906,Waco,1900,20686,43.2%
2907,Waco,1910,26425,27.7%
2908,Waco,1920,38500,45.7%
2909,Waco,1930,52848,37.3%
2910,Waco,1940,55982,5.9%
2911,Waco,1950,84706,51.3%
2912,Waco,1960,97808,15.5%
2913,Waco,1970,95326,−2.5%
2914,Waco,1980,101261,6.2%
2915,Waco,1990,103590,2.3%
2916,Waco,2000,113726,9.8%
2917,Waco,2010,124805,9.7%
2918,Surprise,1970,2427,—
2919,Surprise,1980,3723,53.4%
2920,Surprise,1990,7122,91.3%
2921,Surprise,2000,30848,333.1%
2922,Surprise,2010,117517,281.0%
2923,Carrollton,1920,573,—
2924,Carrollton,1930,689,20.2%
2925,Carrollton,1940,921,33.7%
2926,Carrollton,1950,1610,74.8%
2927,Carrollton,1960,4242,163.5%
2928,Carrollton,1970,13855,226.6%
2929,Carrollton,1980,40595,193.0%
2930,Carrollton,1990,82169,102.4%
2931,Carrollton,2000,109576,33.4%
2932,Carrollton,2010,119097,8.7%
2933,West Valley City,1980,72299,—
2934,West Valley City,1990,86976,20.3%
2935,West Valley City,2000,108896,25.2%
2936,West Valley City,2010,129480,18.9%
2937,Charleston,1790,16359,—
2938,Charleston,1800,18824,15.1%
2939,Charleston,1810,24711,31.3%
2940,Charleston,1820,24780,0.3%
2941,Charleston,1830,30289,22.2%
2942,Charleston,1840,29261,−3.4%
2943,Charleston,1850,42985,46.9%
2944,Charleston,1860,40522,−5.7%
2945,Charleston,1870,48956,20.8%
2946,Charleston,1880,49984,2.1%
2947,Charleston,1890,54955,9.9%
2948,Charleston,1900,55807,1.6%
2949,Charleston,1910,58833,5.4%
2950,Charleston,1920,67957,15.5%
2951,Charleston,1930,62265,−8.4%
2952,Charleston,1940,71275,14.5%
2953,Charleston,1950,70174,−1.5%
2954,Charleston,1960,60288,−14.1%
2955,Charleston,1970,66945,11.0%
2956,Charleston,1980,69779,4.2%
2957,Charleston,1990,80414,15.2%
2958,Charleston,2000,96650,20.2%
2959,Charleston,2010,120083,24.2%
2960,Warren,1900,890,—
2961,Warren,1910,2346,163.6%
2962,Warren,1920,6780,189.0%
2963,Warren,1930,24024,254.3%
2964,Warren,1940,23658,−1.5%
2965,Warren,1950,42653,80.3%
2966,Warren,1960,89246,109.2%
2967,Warren,1970,179260,100.9%
2968,Warren,1980,161134,−10.1%
2969,Warren,1990,144864,−10.1%
2970,Warren,2000,138247,−4.6%
2971,Warren,2010,134056,−3.0%
2972,Hampton,1850,787,—
2973,Hampton,1860,1848,134.8%
2974,Hampton,1870,2300,24.5%
2975,Hampton,1880,2684,16.7%
2976,Hampton,1890,2513,−6.4%
2977,Hampton,1900,2764,10.0%
2978,Hampton,1910,5505,99.2%
2979,Hampton,1920,6138,11.5%
2980,Hampton,1930,6382,4.0%
2981,Hampton,1940,5898,−7.6%
2982,Hampton,1950,5966,1.2%
2983,Hampton,1960,89258,"1,396.1%"
2984,Hampton,1970,120779,35.3%
2985,Hampton,1980,122617,1.5%
2986,Hampton,1990,133811,9.1%
2987,Hampton,2000,146437,9.4%
2988,Hampton,2010,137436,−6.1%
2989,Gainesville,1890,2790,—
2990,Gainesville,1900,3633,30.2%
2991,Gainesville,1910,6183,70.2%
2992,Gainesville,1920,6860,10.9%
2993,Gainesville,1930,10465,52.6%
2994,Gainesville,1940,13757,31.5%
2995,Gainesville,1950,26861,95.3%
2996,Gainesville,1960,29701,10.6%
2997,Gainesville,1970,64510,117.2%
2998,Gainesville,1980,81371,26.1%
2999,Gainesville,1990,84770,4.2%
3000,Gainesville,2000,95447,12.6%
3001,Gainesville,2010,124354,30.3%
3002,Visalia,1860,548,—
3003,Visalia,1870,913,66.6%
3004,Visalia,1880,1412,54.7%
3005,Visalia,1890,2885,104.3%
3006,Visalia,1900,3085,6.9%
3007,Visalia,1910,4550,47.5%
3008,Visalia,1920,5753,26.4%
3009,Visalia,1930,7263,26.2%
3010,Visalia,1940,8904,22.6%
3011,Visalia,1950,11749,32.0%
3012,Visalia,1960,15791,34.4%
3013,Visalia,1970,27130,71.8%
3014,Visalia,1980,49729,83.3%
3015,Visalia,1990,75636,52.1%
3016,Visalia,2000,91565,21.1%
3017,Visalia,2010,124442,35.9%
3018,Coral Springs,1970,1489,—
3019,Coral Springs,1980,37349,"2,408.3%"
3020,Coral Springs,1990,79443,112.7%
3021,Coral Springs,2000,117549,48.0%
3022,Coral Springs,2010,121096,3.0%
3023,Columbia,1830,3310,—
3024,Columbia,1840,4340,31.1%
3025,Columbia,1850,6060,39.6%
3026,Columbia,1860,8052,32.9%
3027,Columbia,1870,9298,15.5%
3028,Columbia,1880,10036,7.9%
3029,Columbia,1890,15353,53.0%
3030,Columbia,1900,21108,37.5%
3031,Columbia,1910,26319,24.7%
3032,Columbia,1920,37524,42.6%
3033,Columbia,1930,51581,37.5%
3034,Columbia,1940,62396,21.0%
3035,Columbia,1950,86914,39.3%
3036,Columbia,1960,97433,12.1%
3037,Columbia,1970,112542,15.5%
3038,Columbia,1980,101208,−10.1%
3039,Columbia,1990,98052,−3.1%
3040,Columbia,2000,116278,18.6%
3041,Columbia,2010,129272,11.2%
3042,Sterling Heights,1940,3648,—
3043,Sterling Heights,1950,6509,78.4%
3044,Sterling Heights,1960,14622,124.6%
3045,Sterling Heights,1970,61365,319.7%
3046,Sterling Heights,1980,108999,77.6%
3047,Sterling Heights,1990,117810,8.1%
3048,Sterling Heights,2000,124471,5.7%
3049,Sterling Heights,2010,129699,4.2%
3050,New Haven,1790,4487,—
3051,New Haven,1800,4049,−9.8%
3052,New Haven,1810,5772,+42.6%
3053,New Haven,1820,7147,+23.8%
3054,New Haven,1830,10180,+42.4%
3055,New Haven,1840,12960,+27.3%
3056,New Haven,1850,20345,+57.0%
3057,New Haven,1860,39267,+93.0%
3058,New Haven,1870,50840,+29.5%
3059,New Haven,1880,62882,+23.7%
3060,New Haven,1890,86045,+36.8%
3061,New Haven,1900,108027,+25.5%
3062,New Haven,1910,133605,+23.7%
3063,New Haven,1920,162537,+21.7%
3064,New Haven,1930,162665,+0.1%
3065,New Haven,1940,160605,−1.3%
3066,New Haven,1950,164443,+2.4%
3067,New Haven,1960,152048,−7.5%
3068,New Haven,1970,137707,−9.4%
3069,New Haven,1980,126021,−8.5%
3070,New Haven,1990,130474,+3.5%
3071,New Haven,2000,123626,−5.2%
3072,New Haven,2010,129779,+5.0%
3073,Stamford,1880,2540,—
3074,Stamford,1890,10396,309.3%
3075,Stamford,1900,15997,53.9%
3076,Stamford,1910,25138,57.1%
3077,Stamford,1920,35096,39.6%
3078,Stamford,1930,46346,32.1%
3079,Stamford,1940,47938,3.4%
3080,Stamford,1950,74293,55.0%
3081,Stamford,1960,92713,24.8%
3082,Stamford,1970,108798,17.3%
3083,Stamford,1980,102466,−5.8%
3084,Stamford,1990,108056,5.5%
3085,Stamford,2000,117083,8.4%
3086,Stamford,2010,122643,4.7%
3087,Concord,1870,400,—
3088,Concord,1880,399,−0.2%
3089,Concord,1890,373,−6.5%
3090,Concord,1900,586,57.1%
3091,Concord,1910,703,20.0%
3092,Concord,1920,912,29.7%
3093,Concord,1930,1125,23.4%
3094,Concord,1940,1373,22.0%
3095,Concord,1950,6953,406.4%
3096,Concord,1960,36208,420.8%
3097,Concord,1970,85164,135.2%
3098,Concord,1980,103251,21.2%
3099,Concord,1990,111348,7.8%
3100,Concord,2000,121780,9.4%
3101,Concord,2010,122067,0.2%
3102,Kent,1890,853,—
3103,Kent,1900,755,−11.5%
3104,Kent,1910,1908,152.7%
3105,Kent,1920,2282,19.6%
3106,Kent,1930,2320,1.7%
3107,Kent,1940,2586,11.5%
3108,Kent,1950,3278,26.8%
3109,Kent,1960,9017,175.1%
3110,Kent,1970,17711,96.4%
3111,Kent,1980,22961,29.6%
3112,Kent,1990,37960,65.3%
3113,Kent,2000,79524,109.5%
3114,Kent,2010,92411,16.2%
3115,Santa Clara,1880,2416,—
3116,Santa Clara,1890,2891,19.7%
3117,Santa Clara,1900,3650,26.3%
3118,Santa Clara,1910,4348,19.1%
3119,Santa Clara,1920,5220,20.1%
3120,Santa Clara,1930,6302,20.7%
3121,Santa Clara,1940,6650,5.5%
3122,Santa Clara,1950,11702,76.0%
3123,Santa Clara,1960,58880,403.2%
3124,Santa Clara,1970,86118,46.3%
3125,Santa Clara,1980,87700,1.8%
3126,Santa Clara,1990,93613,6.7%
3127,Santa Clara,2000,102361,9.3%
3128,Santa Clara,2010,116468,13.8%
3129,Elizabeth,1810,2977,—
3130,Elizabeth,1820,3515,18.1%
3131,Elizabeth,1830,3455,−1.7%
3132,Elizabeth,1840,4184,21.1%
3133,Elizabeth,1850,5583,33.4%
3134,Elizabeth,1860,11567,107.2%
3135,Elizabeth,1870,20832,80.1%
3136,Elizabeth,1880,28229,35.5%
3137,Elizabeth,1890,37764,33.8%
3138,Elizabeth,1900,52130,38.0%
3139,Elizabeth,1910,73409,40.8%
3140,Elizabeth,1920,95783,30.5%
3141,Elizabeth,1930,114589,19.6%
3142,Elizabeth,1940,109912,−4.1%
3143,Elizabeth,1950,112817,2.6%
3144,Elizabeth,1960,107698,−4.5%
3145,Elizabeth,1970,112654,4.6%
3146,Elizabeth,1980,106201,−5.7%
3147,Elizabeth,1990,110002,3.6%
3148,Elizabeth,2000,120568,9.6%
3149,Elizabeth,2010,124969,3.7%
3150,Round Rock,1880,628,—
3151,Round Rock,1890,1438,129.0%
3152,Round Rock,1900,1138,−20.9%
3153,Round Rock,1910,1245,9.4%
3154,Round Rock,1920,900,−27.7%
3155,Round Rock,1930,1005,11.7%
3156,Round Rock,1940,1173,16.7%
3157,Round Rock,1950,1683,43.5%
3158,Round Rock,1960,2458,46.0%
3159,Round Rock,1970,2811,14.4%
3160,Round Rock,1980,12740,353.2%
3161,Round Rock,1990,30923,142.7%
3162,Round Rock,2000,61136,97.7%
3163,Round Rock,2010,99887,63.4%
3164,Thousand Oaks,1950,1243,—
3165,Thousand Oaks,1960,2934,136.0%
3166,Thousand Oaks,1970,35873,"1,122.7%"
3167,Thousand Oaks,1980,77072,114.8%
3168,Thousand Oaks,1990,104352,35.4%
3169,Thousand Oaks,2000,117005,12.1%
3170,Thousand Oaks,2010,126683,8.3%
3171,Lafayette,1860,498,—
3172,Lafayette,1870,777,56.0%
3173,Lafayette,1880,815,4.9%
3174,Lafayette,1890,2106,158.4%
3175,Lafayette,1900,3314,57.4%
3176,Lafayette,1910,6392,92.9%
3177,Lafayette,1920,7855,22.9%
3178,Lafayette,1930,14635,86.3%
3179,Lafayette,1940,19210,31.3%
3180,Lafayette,1950,33541,74.6%
3181,Lafayette,1960,40400,20.4%
3182,Lafayette,1970,68908,70.6%
3183,Lafayette,1980,80584,16.9%
3184,Lafayette,1990,94440,17.2%
3185,Lafayette,2000,110257,16.7%
3186,Lafayette,2010,120623,9.4%
3187,Athens,1810,273,—
3188,Athens,1850,1661,—
3189,Athens,1860,3848,131.7%
3190,Athens,1870,4251,10.5%
3191,Athens,1880,6099,43.5%
3192,Athens,1890,8639,41.6%
3193,Athens,1900,10245,18.6%
3194,Athens,1910,14913,45.6%
3195,Athens,1920,16748,12.3%
3196,Athens,1930,18192,8.6%
3197,Athens,1940,20650,13.5%
3198,Athens,1950,28180,36.5%
3199,Athens,1960,31355,11.3%
3200,Athens,1970,44342,41.4%
3201,Athens,1980,42549,−4.0%
3202,Athens,1990,45734,7.5%
3203,Athens,2000,100266,119.2%
3204,Athens,2010,115452,15.1%
3205,Topeka,1860,759,—
3206,Topeka,1870,5790,662.8%
3207,Topeka,1880,15452,166.9%
3208,Topeka,1890,31007,100.7%
3209,Topeka,1900,33608,8.4%
3210,Topeka,1910,43684,30.0%
3211,Topeka,1920,50022,14.5%
3212,Topeka,1930,64120,28.2%
3213,Topeka,1940,67833,5.8%
3214,Topeka,1950,78791,16.2%
3215,Topeka,1960,119484,51.6%
3216,Topeka,1970,125011,4.6%
3217,Topeka,1980,115266,−7.8%
3218,Topeka,1990,119883,4.0%
3219,Topeka,2000,122377,2.1%
3220,Topeka,2010,127473,4.2%
3221,Simi Valley,1970,59832,—
3222,Simi Valley,1980,77500,29.5%
3223,Simi Valley,1990,100217,29.3%
3224,Simi Valley,2000,111351,11.1%
3225,Simi Valley,2010,124237,11.6%
3226,Fargo,1880,2693,—
3227,Fargo,1890,5664,110.3%
3228,Fargo,1900,9589,69.3%
3229,Fargo,1910,14331,49.5%
3230,Fargo,1920,21961,53.2%
3231,Fargo,1930,28619,30.3%
3232,Fargo,1940,32580,13.8%
3233,Fargo,1950,38256,17.4%
3234,Fargo,1960,46662,22.0%
3235,Fargo,1970,53365,14.4%
3236,Fargo,1980,61383,15.0%
3237,Fargo,1990,74111,20.7%
3238,Fargo,2000,90599,22.2%
3239,Fargo,2010,105549,16.5%
3240,Norman,1890,787,—
3241,Norman,1900,2225,182.7%
3242,Norman,1910,3724,67.4%
3243,Norman,1920,5004,34.4%
3244,Norman,1930,9603,91.9%
3245,Norman,1940,11429,19.0%
3246,Norman,1950,27006,136.3%
3247,Norman,1960,33412,23.7%
3248,Norman,1970,52117,56.0%
3249,Norman,1980,68020,30.5%
3250,Norman,1990,80071,17.7%
3251,Norman,2000,95694,19.5%
3252,Norman,2010,110925,15.9%
3253,Columbia,1823,130,—
3254,Columbia,1830,600,+361.5%
3255,Columbia,1840,750,+25.0%
3256,Columbia,1850,651,−13.2%
3257,Columbia,1860,1414,+117.2%
3258,Columbia,1870,2236,+58.1%
3259,Columbia,1880,3326,+48.7%
3260,Columbia,1890,4000,+20.3%
3261,Columbia,1900,5651,+41.3%
3262,Columbia,1910,9662,+71.0%
3263,Columbia,1920,10392,+7.6%
3264,Columbia,1930,14967,+44.0%
3265,Columbia,1940,18399,+22.9%
3266,Columbia,1950,31974,+73.8%
3267,Columbia,1960,36650,+14.6%
3268,Columbia,1970,58521,+59.7%
3269,Columbia,1980,62061,+6.0%
3270,Columbia,1990,69101,+11.3%
3271,Columbia,2000,84531,+22.3%
3272,Columbia,2010,108500,+28.4%
3273,Abilene,1890,3194,—
3274,Abilene,1900,3411,6.8%
3275,Abilene,1910,9204,169.8%
3276,Abilene,1920,10274,11.6%
3277,Abilene,1930,23175,125.6%
3278,Abilene,1940,26612,14.8%
3279,Abilene,1950,45570,71.2%
3280,Abilene,1960,90368,98.3%
3281,Abilene,1970,89653,−0.8%
3282,Abilene,1980,98315,9.7%
3283,Abilene,1990,106707,8.5%
3284,Abilene,2000,115930,8.6%
3285,Abilene,2010,117063,1.0%
3286,Wilmington,1800,1689,—
3287,Wilmington,1820,2633,—
3288,Wilmington,1830,3791,44.0%
3289,Wilmington,1840,5335,40.7%
3290,Wilmington,1850,7264,36.2%
3291,Wilmington,1860,9552,31.5%
3292,Wilmington,1870,13446,40.8%
3293,Wilmington,1880,17350,29.0%
3294,Wilmington,1890,20056,15.6%
3295,Wilmington,1900,20976,4.6%
3296,Wilmington,1910,25748,22.7%
3297,Wilmington,1920,33372,29.6%
3298,Wilmington,1930,32270,−3.3%
3299,Wilmington,1940,33407,3.5%
3300,Wilmington,1950,45043,34.8%
3301,Wilmington,1960,44013,−2.3%
3302,Wilmington,1970,46169,4.9%
3303,Wilmington,1980,44000,−4.7%
3304,Wilmington,1990,55530,26.2%
3305,Wilmington,2000,75838,36.6%
3306,Wilmington,2010,106476,40.4%
3307,Hartford,1790,2683,—
3308,Hartford,1800,3523,31.3%
3309,Hartford,1810,3955,12.3%
3310,Hartford,1820,4726,19.5%
3311,Hartford,1830,7074,49.7%
3312,Hartford,1840,9468,33.8%
3313,Hartford,1850,17966,89.8%
3314,Hartford,1860,29152,62.3%
3315,Hartford,1870,37180,27.5%
3316,Hartford,1880,42015,13.0%
3317,Hartford,1890,53230,26.7%
3318,Hartford,1900,79850,50.0%
3319,Hartford,1910,98915,23.9%
3320,Hartford,1920,138036,39.6%
3321,Hartford,1930,164072,18.9%
3322,Hartford,1940,166267,1.3%
3323,Hartford,1950,177397,6.7%
3324,Hartford,1960,162178,−8.6%
3325,Hartford,1970,158017,−2.6%
3326,Hartford,1980,136392,−13.7%
3327,Hartford,1990,139739,2.5%
3328,Hartford,2000,121578,−13.0%
3329,Hartford,2010,124775,2.6%
3330,Victorville,1970,10845,—
3331,Victorville,1980,14220,31.1%
3332,Victorville,1990,40674,186.0%
3333,Victorville,2000,64029,57.4%
3334,Victorville,2010,115903,81.0%
3335,Pearland,1960,1497,—
3336,Pearland,1970,6444,330.5%
3337,Pearland,1980,13248,105.6%
3338,Pearland,1990,18697,41.1%
3339,Pearland,2000,37640,101.3%
3340,Pearland,2010,91252,142.4%
3341,Vallejo,1880,5987,—
3342,Vallejo,1890,6343,5.9%
3343,Vallejo,1900,7965,25.6%
3344,Vallejo,1910,11340,42.4%
3345,Vallejo,1920,21107,86.1%
3346,Vallejo,1930,16072,−23.9%
3347,Vallejo,1940,20072,24.9%
3348,Vallejo,1950,26038,29.7%
3349,Vallejo,1960,60877,133.8%
3350,Vallejo,1970,71710,17.8%
3351,Vallejo,1980,80303,12.0%
3352,Vallejo,1990,109199,36.0%
3353,Vallejo,2000,116760,6.9%
3354,Vallejo,2010,115942,−0.7%
3355,Ann Arbor,1860,5097,—
3356,Ann Arbor,1870,7363,44.5%
3357,Ann Arbor,1880,8061,9.5%
3358,Ann Arbor,1890,9431,17.0%
3359,Ann Arbor,1900,14509,53.8%
3360,Ann Arbor,1910,14817,2.1%
3361,Ann Arbor,1920,19516,31.7%
3362,Ann Arbor,1930,26944,38.1%
3363,Ann Arbor,1940,29815,10.7%
3364,Ann Arbor,1950,48251,61.8%
3365,Ann Arbor,1960,67340,39.6%
3366,Ann Arbor,1970,100035,48.6%
3367,Ann Arbor,1980,107969,7.9%
3368,Ann Arbor,1990,109592,1.5%
3369,Ann Arbor,2000,114024,4.0%
3370,Ann Arbor,2010,113934,−0.1%
3371,Berkeley,1890,5101,—
3372,Berkeley,1900,13214,159.0%
3373,Berkeley,1910,40434,206.0%
3374,Berkeley,1920,56036,38.6%
3375,Berkeley,1930,82109,46.5%
3376,Berkeley,1940,85547,4.2%
3377,Berkeley,1950,113805,33.0%
3378,Berkeley,1960,111268,−2.2%
3379,Berkeley,1970,114091,2.5%
3380,Berkeley,1980,103328,−9.4%
3381,Berkeley,1990,102724,−0.6%
3382,Berkeley,2000,102743,0.0%
3383,Berkeley,2010,112580,9.6%
3384,Allentown,1790,486,—
3385,Allentown,1800,573,17.9%
3386,Allentown,1810,710,23.9%
3387,Allentown,1820,1132,59.4%
3388,Allentown,1830,1757,55.2%
3389,Allentown,1840,2493,41.9%
3390,Allentown,1850,3703,48.5%
3391,Allentown,1860,8025,116.7%
3392,Allentown,1870,13884,73.0%
3393,Allentown,1880,18063,30.1%
3394,Allentown,1890,25288,40.0%
3395,Allentown,1900,35416,40.1%
3396,Allentown,1910,51913,46.6%
3397,Allentown,1920,73502,41.6%
3398,Allentown,1930,92563,25.9%
3399,Allentown,1940,96904,4.7%
3400,Allentown,1950,106756,10.2%
3401,Allentown,1960,108347,1.5%
3402,Allentown,1970,109871,1.4%
3403,Allentown,1980,103758,−5.6%
3404,Allentown,1990,105301,1.5%
3405,Allentown,2000,106632,1.3%
3406,Allentown,2010,118032,10.7%
3407,Richardson,1930,629,—
3408,Richardson,1940,720,14.5%
3409,Richardson,1950,1289,79.0%
3410,Richardson,1960,16810,"1,204.1%"
3411,Richardson,1970,48405,188.0%
3412,Richardson,1980,72496,49.8%
3413,Richardson,1990,74840,3.2%
3414,Richardson,2000,91802,22.7%
3415,Richardson,2010,99223,8.1%
3416,Odessa,1930,2407,—
3417,Odessa,1940,9573,297.7%
3418,Odessa,1950,29495,208.1%
3419,Odessa,1960,80338,172.4%
3420,Odessa,1970,78380,−2.4%
3421,Odessa,1980,90027,14.9%
3422,Odessa,1990,89699,−0.4%
3423,Odessa,2000,90943,1.4%
3424,Odessa,2010,99940,9.9%
3425,Arvada,1910,840,—
3426,Arvada,1920,915,8.9%
3427,Arvada,1930,1276,39.5%
3428,Arvada,1940,1482,16.1%
3429,Arvada,1950,2359,59.2%
3430,Arvada,1960,19242,715.7%
3431,Arvada,1970,49844,159.0%
3432,Arvada,1980,84576,69.7%
3433,Arvada,1990,89235,5.5%
3434,Arvada,2000,102153,14.5%
3435,Arvada,2010,106433,4.2%
3436,Cambridge,1790,2115,—
3437,Cambridge,1800,2453,+16.0%
3438,Cambridge,1810,2323,−5.3%
3439,Cambridge,1820,3295,+41.8%
3440,Cambridge,1830,6072,+84.3%
3441,Cambridge,1840,8409,+38.5%
3442,Cambridge,1850,15215,+80.9%
3443,Cambridge,1860,26060,+71.3%
3444,Cambridge,1870,39634,+52.1%
3445,Cambridge,1880,52669,+32.9%
3446,Cambridge,1890,70028,+33.0%
3447,Cambridge,1900,91886,+31.2%
3448,Cambridge,1910,104839,+14.1%
3449,Cambridge,1920,109694,+4.6%
3450,Cambridge,1930,113643,+3.6%
3451,Cambridge,1940,110879,−2.4%
3452,Cambridge,1950,120740,+8.9%
3453,Cambridge,1960,107716,−10.8%
3454,Cambridge,1970,100361,−6.8%
3455,Cambridge,1980,95322,−5.0%
3456,Cambridge,1990,95802,+0.5%
3457,Cambridge,2000,101355,+5.8%
3458,Cambridge,2010,105162,+3.8%
3459,Sugar Land,1950,2285,—
3460,Sugar Land,1960,2802,22.6%
3461,Sugar Land,1970,3318,18.4%
3462,Sugar Land,1980,8826,166.0%
3463,Sugar Land,1990,24529,177.9%
3464,Sugar Land,2000,63328,158.2%
3465,Sugar Land,2010,78817,24.5%
3466,Beaumont,1890,3296,—
3467,Beaumont,1900,9427,186.0%
3468,Beaumont,1910,20640,118.9%
3469,Beaumont,1920,40422,95.8%
3470,Beaumont,1930,57732,42.8%
3471,Beaumont,1940,59061,2.3%
3472,Beaumont,1950,94014,59.2%
3473,Beaumont,1960,119175,26.8%
3474,Beaumont,1970,117548,−1.4%
3475,Beaumont,1980,118067,0.4%
3476,Beaumont,1990,114177,−3.3%
3477,Beaumont,2000,113866,−0.3%
3478,Beaumont,2010,118296,3.9%
3479,Lansing,1850,1299,—
3480,Lansing,1860,3074,136.6%
3481,Lansing,1870,5241,70.5%
3482,Lansing,1880,8319,58.7%
3483,Lansing,1890,13102,57.5%
3484,Lansing,1900,16485,25.8%
3485,Lansing,1910,31229,89.4%
3486,Lansing,1920,57327,83.6%
3487,Lansing,1930,78397,36.8%
3488,Lansing,1940,78753,0.5%
3489,Lansing,1950,92129,17.0%
3490,Lansing,1960,107807,17.0%
3491,Lansing,1970,131403,21.9%
3492,Lansing,1980,130414,−0.8%
3493,Lansing,1990,127321,−2.4%
3494,Lansing,2000,119128,−6.4%
3495,Lansing,2010,114297,−4.1%
3496,Evansville,1820,993,—
3497,Evansville,1830,1120,12.8%
3498,Evansville,1840,3317,196.2%
3499,Evansville,1850,3235,−2.5%
3500,Evansville,1860,11484,255.0%
3501,Evansville,1870,21830,90.1%
3502,Evansville,1880,29280,34.1%
3503,Evansville,1890,50756,73.3%
3504,Evansville,1900,59007,16.3%
3505,Evansville,1910,69647,18.0%
3506,Evansville,1920,85264,22.4%
3507,Evansville,1930,102249,19.9%
3508,Evansville,1940,97962,−4.2%
3509,Evansville,1950,128636,31.3%
3510,Evansville,1960,141543,10.0%
3511,Evansville,1970,138764,−2.0%
3512,Evansville,1980,130496,−6.0%
3513,Evansville,1990,126272,−3.2%
3514,Evansville,2000,121582,−3.7%
3515,Evansville,2010,117429,−3.4%
3516,Rochester,1860,1424,—
3517,Rochester,1870,3953,177.6%
3518,Rochester,1880,5103,29.1%
3519,Rochester,1890,5321,4.3%
3520,Rochester,1900,6843,28.6%
3521,Rochester,1910,7844,14.6%
3522,Rochester,1920,13722,74.9%
3523,Rochester,1930,20621,50.3%
3524,Rochester,1940,28312,37.3%
3525,Rochester,1950,29885,5.6%
3526,Rochester,1960,40663,36.1%
3527,Rochester,1970,53766,32.2%
3528,Rochester,1980,57890,7.7%
3529,Rochester,1990,70745,22.2%
3530,Rochester,2000,85806,21.3%
3531,Rochester,2010,106769,24.4%
3532,Independence,1860,3164,—
3533,Independence,1870,3184,0.6%
3534,Independence,1880,3146,−1.2%
3535,Independence,1890,6380,102.8%
3536,Independence,1900,6974,9.3%
3537,Independence,1910,9859,41.4%
3538,Independence,1920,11686,18.5%
3539,Independence,1930,15296,30.9%
3540,Independence,1940,16066,5.0%
3541,Independence,1950,36963,130.1%
3542,Independence,1960,62328,68.6%
3543,Independence,1970,111630,79.1%
3544,Independence,1980,111806,0.2%
3545,Independence,1990,112295,0.4%
3546,Independence,2000,113288,0.9%
3547,Independence,2010,116830,3.1%
3548,Fairfield,1870,329,—
3549,Fairfield,1880,424,28.9%
3550,Fairfield,1910,834,—
3551,Fairfield,1920,1008,20.9%
3552,Fairfield,1930,1131,12.2%
3553,Fairfield,1940,1312,16.0%
3554,Fairfield,1950,3118,137.7%
3555,Fairfield,1960,14968,380.1%
3556,Fairfield,1970,44146,194.9%
3557,Fairfield,1980,58099,31.6%
3558,Fairfield,1990,77211,32.9%
3559,Fairfield,2000,96178,24.6%
3560,Fairfield,2010,105321,9.5%
3561,Provo,1860,2030,—
3562,Provo,1870,2384,17.4%
3563,Provo,1880,3432,44.0%
3564,Provo,1890,5159,50.3%
3565,Provo,1900,6185,19.9%
3566,Provo,1910,8925,44.3%
3567,Provo,1920,10303,15.4%
3568,Provo,1930,14766,43.3%
3569,Provo,1940,18071,22.4%
3570,Provo,1950,28937,60.1%
3571,Provo,1960,36047,24.6%
3572,Provo,1970,53131,47.4%
3573,Provo,1980,74108,39.5%
3574,Provo,1990,86835,17.2%
3575,Provo,2000,105166,21.1%
3576,Provo,2010,112488,7.0%
3577,Clearwater,1900,383,—
3578,Clearwater,1910,1171,205.7%
3579,Clearwater,1920,2427,107.3%
3580,Clearwater,1930,7607,213.4%
3581,Clearwater,1940,10136,33.2%
3582,Clearwater,1950,15581,53.7%
3583,Clearwater,1960,34653,122.4%
3584,Clearwater,1970,52074,50.3%
3585,Clearwater,1980,85170,63.6%
3586,Clearwater,1990,98669,15.8%
3587,Clearwater,2000,108787,10.3%
3588,Clearwater,2010,107685,−1.0%
3589,College Station,1940,2184,—
3590,College Station,1950,7925,262.9%
3591,College Station,1960,11396,43.8%
3592,College Station,1970,17676,55.1%
3593,College Station,1980,37272,110.9%
3594,College Station,1990,52456,40.7%
3595,College Station,2000,67890,29.4%
3596,College Station,2010,93857,38.2%
3597,West Jordan,1950,2107,—
3598,West Jordan,1960,3009,42.8%
3599,West Jordan,1970,4221,40.3%
3600,West Jordan,1980,27192,544.2%
3601,West Jordan,1990,42892,57.7%
3602,West Jordan,2000,68336,59.3%
3603,West Jordan,2010,103712,51.8%
3604,Carlsbad,1960,9253,—
3605,Carlsbad,1970,14944,61.5%
3606,Carlsbad,1980,35490,137.5%
3607,Carlsbad,1990,63126,77.9%
